id,network,perspective,name,title,organization,country,experience,last_updated
26327,Guidepoint,Former,Susan Harris,Charity officer,"Oliver, Allen and Marshall",Switzerland,"[""[{\""id\"": \""c5de71f5-c959-4ef8-ae43-da4f53207684\"", \""title\"": \""Pension scheme manager\"", \""company\"": \""Huffman, Allen and Nguyen\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""cf7639dc-29a7-4e4e-b281-8c6130ae24b9\"", \""title\"": \""Museum education officer\"", \""company\"": \""Lopez, Davis and Erickson\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""bc514e50-0ba0-42c5-8a92-fb5e03bc4546\"", \""title\"": \""Adult guidance worker\"", \""company\"": \""Wilcox PLC\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""f6b4e05d-9129-4ae8-9268-7efdad9b0847\"", \""title\"": \""Optician, dispensing\"", \""company\"": \""Wood-Gilbert\"", \""duration\"": \""6 years\""}]""]",2024-09-10T17:02:57.949634
90644,Guidepoint,Competitor,Eric Martinez DDS,Hydrographic surveyor,Castaneda-Waller,United Kingdom,"[""[{\""id\"": \""98fe50de-2c99-4fa7-a587-174aef3fa466\"", \""title\"": \""Art therapist\"", \""company\"": \""Jackson, Li and Warren\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""51f8412a-6e13-419e-a66e-ba7d6186c2d7\"", \""title\"": \""Adult guidance worker\"", \""company\"": \""Durham, Boone and Wood\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""3dccdeec-9342-4d28-89e3-684fb4281834\"", \""title\"": \""Financial manager\"", \""company\"": \""Harvey, Hoover and Clark\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""4c343813-cc1e-41da-978a-405c66383672\"", \""title\"": \""Professor Emeritus\"", \""company\"": \""Martin-Haley\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""aadcf198-83d8-4b07-adcb-3d4e1e05727a\"", \""title\"": \""Web designer\"", \""company\"": \""Lopez, Zavala and Young\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""173baeba-36ce-4f19-8730-a06338084b55\"", \""title\"": \""Chief Executive Officer\"", \""company\"": \""Buchanan and Sons\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""7f1c49d1-5cd3-41bf-b13d-eeaa25c4e167\"", \""title\"": \""Management consultant\"", \""company\"": \""Trujillo, Fisher and Benitez\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""9f99cb2c-3244-45f4-a266-2bcbb95bea56\"", \""title\"": \""Engineer, materials\"", \""company\"": \""Gray-Vargas\"", \""duration\"": \""7 years\""}]""]",2024-09-10T17:02:57.949634
91542,Dialectica,Former,Nicole Brennan,Garment/textile technologist,Mcmahon-Flores,Germany,"[""[{\""id\"": \""3da9e94f-d27f-4301-a685-7620dadce67b\"", \""title\"": \""Clinical psychologist\"", \""company\"": \""Meyer, Morton and Howard\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""78ff18cb-1416-4de3-81db-a7887d5f4e52\"", \""title\"": \""Industrial buyer\"", \""company\"": \""Lawrence, Hart and White\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""128490c2-cc2d-4e13-b62c-57a96a3561ef\"", \""title\"": \""Administrator, charities/voluntary organisations\"", \""company\"": \""Williams Group\"", \""duration\"": \""8 years\""}]""]",2024-09-10T17:02:57.949634
30081,AlphaSights,Customer,Christopher Powell,"Psychologist, prison and probation services",Rosario Group,Ireland,"[""[{\""id\"": \""70765d91-0748-46f7-90a0-0d206c3e4362\"", \""title\"": \""Osteopath\"", \""company\"": \""Brooks, Green and Dominguez\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""62b2e508-e98d-4594-9852-89546010a08a\"", \""title\"": \""Psychiatric nurse\"", \""company\"": \""Mckinney Ltd\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""629f1b77-9d33-4e25-b3b9-59b900d58c52\"", \""title\"": \""Interpreter\"", \""company\"": \""Koch Inc\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""817c737c-ccca-48fe-96db-592bb8f4ea2a\"", \""title\"": \""Nature conservation officer\"", \""company\"": \""Brown Group\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""f0616111-b256-40ef-9ce2-92b45428721d\"", \""title\"": \""Medical secretary\"", \""company\"": \""Noble, Butler and Patterson\"", \""duration\"": \""9 years\""}]""]",2024-09-10T17:02:57.949634
5242,AlphaSights,Customer,Matthew Gonzalez,Therapeutic radiographer,Gardner-Gibson,Canada,"[""[{\""id\"": \""4e69085b-fdc4-4c5b-97f5-a8ab53dd18bd\"", \""title\"": \""Civil Service fast streamer\"", \""company\"": \""Hart-Hines\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""35d29aaa-1795-40ba-9fe4-7d9fe7490b39\"", \""title\"": \""Adult nurse\"", \""company\"": \""Hays, Wolfe and Mayer\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""3b70ea42-c812-40d9-a478-4d4767713aee\"", \""title\"": \""Product designer\"", \""company\"": \""Thompson-Franklin\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""c6368f9e-2f32-4a5c-9711-fac73b61a176\"", \""title\"": \""Financial controller\"", \""company\"": \""Martinez, White and Mendoza\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""595b0f95-d9cc-406a-8bcc-0ff4b0ed907d\"", \""title\"": \""Energy engineer\"", \""company\"": \""Jackson-Garcia\"", \""duration\"": \""7 years\""}]""]",2024-09-10T17:02:57.949634
83592,AlphaSights,Former,Mrs. Julia Gardner,Passenger transport manager,"Suarez, Summers and Reed",Belgium,"[""[{\""id\"": \""67da6fa4-25dc-4c3c-bf32-973a9168493c\"", \""title\"": \""Scientist, marine\"", \""company\"": \""Bryant-Griffith\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""b8d21a30-e34e-4fe3-be47-8ed92ed12941\"", \""title\"": \""Mechanical engineer\"", \""company\"": \""Jones-Osborn\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""1181a106-dc6c-4e22-ad71-e9757ea696bb\"", \""title\"": \""Astronomer\"", \""company\"": \""Hart-Rich\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""dc4c7060-f9c2-4954-9c18-6bdd837fc11c\"", \""title\"": \""Advertising art director\"", \""company\"": \""Flowers and Sons\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""58fd0455-094b-449e-a06d-d105ac72a7de\"", \""title\"": \""Drilling engineer\"", \""company\"": \""Contreras, Thompson and Baker\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""866db2fb-1164-4c1b-a9a0-d88cf665cb08\"", \""title\"": \""Public relations account executive\"", \""company\"": \""Wong Ltd\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""61b2216b-5391-4e53-8449-aa7bb097bba6\"", \""title\"": \""Commercial/residential surveyor\"", \""company\"": \""Lewis and Sons\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""e46daca2-b7e8-4dae-bb9f-cb5b07d70dd2\"", \""title\"": \""Immigration officer\"", \""company\"": \""Vang-Weaver\"", \""duration\"": \""7 years\""}]""]",2024-09-10T17:02:57.949634
48695,Third Bridge,Former,Dana Dillon,"Psychotherapist, dance movement",Anderson LLC,Australia,"[""[{\""id\"": \""c4cc972c-cb03-485f-8be9-e29ccb8f4748\"", \""title\"": \""Embryologist, clinical\"", \""company\"": \""Williams, Shelton and Ruiz\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""01a7edc4-17c8-43df-b6fe-9c42bbbcdd0f\"", \""title\"": \""Runner, broadcasting/film/video\"", \""company\"": \""Dorsey-Powell\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""580c058e-3aca-4092-af77-9072670cd1a0\"", \""title\"": \""Public relations officer\"", \""company\"": \""Howard-Harrington\"", \""duration\"": \""10 years\""}]""]",2024-09-10T17:02:57.949634
39894,Third Bridge,Former,Nicholas Butler,Physiotherapist,Holmes-Nelson,Belgium,"[""[{\""id\"": \""a62d2da7-ebcd-47ee-8718-77640d92951b\"", \""title\"": \""Engineer, materials\"", \""company\"": \""Goodman-Patel\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""b6be9c4c-d4af-4cc9-8c59-989c43ea4058\"", \""title\"": \""Financial planner\"", \""company\"": \""Williams, Ferguson and Mendez\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""430d3b0b-d4b9-4b88-a78c-1fec052f6438\"", \""title\"": \""Contracting civil engineer\"", \""company\"": \""Chung-Clark\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""1e35bb32-351d-42e1-88eb-fd2e89c55e19\"", \""title\"": \""Chartered certified accountant\"", \""company\"": \""Tanner, Farmer and Brown\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""28831f9d-7f23-44b9-bc6e-2139d5df5bbe\"", \""title\"": \""Psychologist, forensic\"", \""company\"": \""Lopez, Davis and Thomas\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""15b8d853-e480-4987-ba79-e0a6f9d49e01\"", \""title\"": \""Designer, multimedia\"", \""company\"": \""Harding and Sons\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""acc064f9-5dea-4c88-8b17-15542b3d2f01\"", \""title\"": \""Ophthalmologist\"", \""company\"": \""Richard, Benton and Payne\"", \""duration\"": \""4 years\""}]""]",2024-09-10T17:02:57.949634
65286,Dialectica,Customer,Joshua Lee,Building control surveyor,Phillips-Rivera,United States,"[""[{\""id\"": \""00be297a-05ba-42e3-95d6-011dd6355c0f\"", \""title\"": \""Secretary/administrator\"", \""company\"": \""Nolan, George and Maxwell\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""291f465d-4307-439c-b2b6-6ff2982b8d98\"", \""title\"": \""Control and instrumentation engineer\"", \""company\"": \""Pitts, Scott and Davis\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""9143c633-70e6-446f-a12d-21756cdba73d\"", \""title\"": \""Copywriter, advertising\"", \""company\"": \""Bennett-Williams\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""95e2d394-7a1f-4f02-be90-0204473f123e\"", \""title\"": \""Chiropractor\"", \""company\"": \""Gibson Ltd\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""91c6c0b7-ed0a-44dc-bda0-6baaebcf1e58\"", \""title\"": \""Buyer, industrial\"", \""company\"": \""Roberts, Williams and Graves\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""2efceb85-33a0-47bf-b715-7b210405877a\"", \""title\"": \""Media planner\"", \""company\"": \""Castro, Richard and Morris\"", \""duration\"": \""1 years\""}]""]",2024-09-10T17:02:57.949634
58814,Guidepoint,Former,Mark Sanders,"Teacher, secondary school",Jenkins-Estes,Belgium,"[""[{\""id\"": \""0baea83e-562a-4be6-bd07-05054b2f4434\"", \""title\"": \""Commissioning editor\"", \""company\"": \""Cook-Gonzalez\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""8ce587c6-05b9-4e66-bab6-46cfbe368353\"", \""title\"": \""Geoscientist\"", \""company\"": \""Davis, Boyer and Golden\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""6a54dbc4-23df-4c36-94e8-b5cdf093b0af\"", \""title\"": \""Podiatrist\"", \""company\"": \""Brown, Burton and Brock\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""be8617cb-d655-4bf6-bb58-a1efb8ced26e\"", \""title\"": \""Travel agency manager\"", \""company\"": \""Sloan-Baker\"", \""duration\"": \""5 years\""}]""]",2024-09-10T17:02:57.949634
45161,AlphaSights,Competitor,Teresa Stevens,"Therapist, horticultural",Johnson-Johnson,Spain,"[""[{\""id\"": \""ad5bc24e-72fb-4f9c-8aac-9a50a17229f6\"", \""title\"": \""Commercial horticulturist\"", \""company\"": \""Reyes, Brown and Fitzgerald\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""a5736ea3-f81b-4c73-b0b3-58e3f24fbf68\"", \""title\"": \""Engineer, structural\"", \""company\"": \""Hill, Gordon and Greene\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""9c9e6b8c-e884-4da3-ab76-3556e0c9405f\"", \""title\"": \""Therapist, horticultural\"", \""company\"": \""Martinez-Miller\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""bce19a7e-99f8-48db-adfa-38a1f971c094\"", \""title\"": \""Clothing/textile technologist\"", \""company\"": \""Reynolds-Jacobs\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""9c9306e3-a13e-4c5e-b98c-9c2b985e6e9c\"", \""title\"": \""Child psychotherapist\"", \""company\"": \""Todd, Cohen and Johnson\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""1bbb1c74-eba2-4941-9f40-f0df1c587eaa\"", \""title\"": \""Administrator, Civil Service\"", \""company\"": \""Vance-Young\"", \""duration\"": \""3 years\""}]""]",2024-09-10T17:02:57.949634
75592,Third Bridge,Competitor,Keith Boyle,Comptroller,"Anderson, Evans and Calhoun",Denmark,"[""[{\""id\"": \""30a1b815-2a51-4017-afb5-5478dbfca7df\"", \""title\"": \""Accommodation manager\"", \""company\"": \""Roy, Stephens and Cherry\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""28dd130e-7e91-4e0f-bafc-e6100d55f54c\"", \""title\"": \""Cabin crew\"", \""company\"": \""Scott and Sons\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""3a49aa62-7902-4293-bcb1-6be591449252\"", \""title\"": \""Passenger transport manager\"", \""company\"": \""Welch, Lee and Bailey\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""516ed39b-747c-4170-bf66-02a48107f575\"", \""title\"": \""Forensic scientist\"", \""company\"": \""Hutchinson Inc\"", \""duration\"": \""1 years\""}]""]",2024-09-10T17:02:57.949634
13529,Guidepoint,Competitor,Nicholas Wood,Geochemist,Alvarado Group,Italy,"[""[{\""id\"": \""2b3be8b2-398c-4531-bbfd-767fe168fa5b\"", \""title\"": \""Operational investment banker\"", \""company\"": \""Mcconnell PLC\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""4ae80d55-b184-47f5-9707-06f41b546fc3\"", \""title\"": \""Chief Strategy Officer\"", \""company\"": \""Guzman, Ramos and Pitts\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""8c2c8e50-536c-473c-a60f-8fe51879dc8e\"", \""title\"": \""Bookseller\"", \""company\"": \""Landry-Weber\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""bb0719be-c4bb-42a9-b703-f6086d518b60\"", \""title\"": \""Mechanical engineer\"", \""company\"": \""Fernandez-Ferguson\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""abc0e087-2d45-41ff-af0c-b5e1989fdd50\"", \""title\"": \""Communications engineer\"", \""company\"": \""Walker, Hurst and Joseph\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""49f0cfbb-73c4-45e8-b338-0c2af293cb6d\"", \""title\"": \""Broadcast engineer\"", \""company\"": \""Brown, Blackwell and Schmidt\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""dbc434e6-c486-4e94-8c8a-8371508c2b0c\"", \""title\"": \""Historic buildings inspector/conservation officer\"", \""company\"": \""Williams-Carrillo\"", \""duration\"": \""7 years\""}]""]",2024-09-10T17:02:57.949634
32507,Dialectica,Competitor,Michael Martinez,Consulting civil engineer,"Washington, Perez and Herman",Ireland,"[""[{\""id\"": \""5e3ad997-1930-4c3b-a294-5ed33afc4863\"", \""title\"": \""Armed forces operational officer\"", \""company\"": \""Meyer Group\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""780ad6c6-b2d5-4f96-8315-3d9d9c7c8005\"", \""title\"": \""Emergency planning/management officer\"", \""company\"": \""Hall, Riley and Harvey\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""4dd293bc-4042-47a9-9d1e-4f32338bbcd8\"", \""title\"": \""Programmer, applications\"", \""company\"": \""Mitchell Group\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""a8dfc079-af2b-4201-858c-a6d1b37f4786\"", \""title\"": \""Careers information officer\"", \""company\"": \""Richardson-Duran\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""7cab1107-fdf8-4b3a-8be9-b7aaf3f60b73\"", \""title\"": \""Environmental health practitioner\"", \""company\"": \""Sherman-Rodriguez\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""7b25c5f0-2393-4c8c-be8c-3a0f0e959294\"", \""title\"": \""Newspaper journalist\"", \""company\"": \""Aguirre Ltd\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""44cf12b1-0275-4882-a7b7-ed566eb58d4e\"", \""title\"": \""Interior and spatial designer\"", \""company\"": \""Harrison LLC\"", \""duration\"": \""4 years\""}]""]",2024-09-10T17:02:57.949634
53463,Dialectica,Former,Mrs. Michelle Wilson MD,Research scientist (maths),"Hicks, Green and Nelson",Australia,"[""[{\""id\"": \""3996634a-3bef-4293-85e0-af36d08b58a7\"", \""title\"": \""Research scientist (maths)\"", \""company\"": \""Green Ltd\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""a4fcf39d-669f-4cad-a1ab-1edaeb9b05cd\"", \""title\"": \""Production designer, theatre/television/film\"", \""company\"": \""Sanchez-Riddle\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""767c67b0-d596-4dd7-a815-e6eb3c6dcaae\"", \""title\"": \""Surveyor, land/geomatics\"", \""company\"": \""Romero, Bishop and Saunders\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""4f1e3797-960e-47b3-8cd9-4e21d699cb41\"", \""title\"": \""Therapeutic radiographer\"", \""company\"": \""Smith, Owens and Walsh\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""21f3a309-e424-4d16-a29b-98243f71126e\"", \""title\"": \""Accounting technician\"", \""company\"": \""Potter, Thomas and Adams\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""ddfdc163-1fc6-46a0-ab6c-134d856af90f\"", \""title\"": \""Chief Financial Officer\"", \""company\"": \""Cooley-Simpson\"", \""duration\"": \""7 years\""}]""]",2024-09-10T17:02:57.965264
44556,Third Bridge,Competitor,Ronnie Galvan,Chiropodist,"Brown, Banks and Sparks",Canada,"[""[{\""id\"": \""5f6d9549-54ff-4f8b-8886-8ec93071d845\"", \""title\"": \""Clinical molecular geneticist\"", \""company\"": \""Schmidt-Clarke\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""897e369b-314e-4f06-83ae-598bdf8159e4\"", \""title\"": \""Designer, television/film set\"", \""company\"": \""Sanders, Collins and Martinez\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""82c7c7e6-d422-4b6c-872e-622c8415ab36\"", \""title\"": \""Psychologist, prison and probation services\"", \""company\"": \""Wall Inc\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""e4ca3fb3-63e5-4811-bcda-23470d7f45cc\"", \""title\"": \""Chartered legal executive (England and Wales)\"", \""company\"": \""Lopez-Zimmerman\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""72d9e330-4575-4822-882a-ef6d2c384708\"", \""title\"": \""Engineer, water\"", \""company\"": \""Thomas Ltd\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""bcfc4916-dce5-4844-8a37-e5912f6e18f3\"", \""title\"": \""Optometrist\"", \""company\"": \""King and Sons\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""69afc244-5da8-46e3-9c8f-a57c1df79d31\"", \""title\"": \""Engineer, materials\"", \""company\"": \""Gordon, Sanders and Welch\"", \""duration\"": \""10 years\""}]""]",2024-09-10T17:02:57.965264
40209,AlphaSights,Former,Steven Peterson,Contractor,Summers Group,Sweden,"[""[{\""id\"": \""88b8e274-5ddd-43ca-830c-39a98bffe745\"", \""title\"": \""Catering manager\"", \""company\"": \""Arnold, Hayes and Vargas\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""ccbc8eb9-d9d4-4654-a849-c2ed93ddf367\"", \""title\"": \""Barista\"", \""company\"": \""Robinson-Schwartz\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""dfbcac36-303e-485f-97db-1d73842a4c65\"", \""title\"": \""Music therapist\"", \""company\"": \""Johnson LLC\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""06611655-7bf3-48db-9cd9-96537189eeea\"", \""title\"": \""Editorial assistant\"", \""company\"": \""Collins, Michael and Hanson\"", \""duration\"": \""6 years\""}]""]",2024-09-10T17:02:57.965264
28856,Dialectica,Customer,Holly Kerr,"Engineer, electrical","Mitchell, Duarte and Cardenas",Canada,"[""[{\""id\"": \""1e4e2d35-2bc4-4b45-ae18-d1ad41e5161a\"", \""title\"": \""Engineer, chemical\"", \""company\"": \""Jones, Martin and Williams\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""3bdd1918-e52a-4b12-82fb-644f3b9353c7\"", \""title\"": \""Community education officer\"", \""company\"": \""Stone, Murray and Rivera\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""116f4ba3-b1b3-4e48-ad0d-e9d139014510\"", \""title\"": \""Teacher, special educational needs\"", \""company\"": \""Burns, Mills and Christian\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""14d3f274-d2c2-4515-9980-aabbab3ef12e\"", \""title\"": \""Engineer, mining\"", \""company\"": \""Fields-Baker\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""411f22ca-3029-4bf7-af3f-d44f3c78c71b\"", \""title\"": \""Recycling officer\"", \""company\"": \""Ford, Barnes and Maldonado\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""5f84290c-5e79-4337-b693-9105da4056ac\"", \""title\"": \""Engineer, agricultural\"", \""company\"": \""Chen, Rivera and Green\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""9df85bf7-a6f3-4b46-9c2a-f83a10bc0b74\"", \""title\"": \""Therapist, nutritional\"", \""company\"": \""Campbell PLC\"", \""duration\"": \""5 years\""}]""]",2024-09-10T17:02:57.965264
24368,Third Bridge,Competitor,Kevin Peterson,Petroleum engineer,Brown-Morrison,Italy,"[""[{\""id\"": \""7977ca3d-cc02-4925-9489-f34e8bb2b663\"", \""title\"": \""Art therapist\"", \""company\"": \""Morris LLC\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""9d436d07-140c-4527-a63b-5c9347b45828\"", \""title\"": \""Health and safety adviser\"", \""company\"": \""Jones-Kaiser\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""bab64dcf-08e9-45a6-811c-bd9242bd07c3\"", \""title\"": \""Facilities manager\"", \""company\"": \""Wright, Williams and Williamson\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""ec621ce6-cd58-470c-a235-ac4bd62cacb5\"", \""title\"": \""Conference centre manager\"", \""company\"": \""Hoover-Brown\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""0ae02620-a327-449c-a9c2-5d85ed7f30b0\"", \""title\"": \""Education officer, museum\"", \""company\"": \""Thomas, Kelly and Hoover\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""bc529942-3f11-4795-b57b-25567bb77e51\"", \""title\"": \""Heritage manager\"", \""company\"": \""Wells and Sons\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""6a53dcb4-d827-4a72-9a51-18a3eda526df\"", \""title\"": \""Cabin crew\"", \""company\"": \""Bowman-Hernandez\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""1c6ff49e-0c98-4e1d-b392-18f0b9ad9513\"", \""title\"": \""Art therapist\"", \""company\"": \""Lopez-Foster\"", \""duration\"": \""6 years\""}]""]",2024-09-10T17:02:57.965264
72266,AlphaSights,Competitor,Benjamin Mendoza,Site engineer,Anderson-Foster,Japan,"[""[{\""id\"": \""31063326-5bb6-4b53-baa1-ca7af0e4cc29\"", \""title\"": \""Mechanical engineer\"", \""company\"": \""Smith, Simpson and Fernandez\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""bd0bc886-7a58-4af8-8f0e-721c8feb7a33\"", \""title\"": \""Fine artist\"", \""company\"": \""Acosta, Peterson and Campbell\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""498fb09b-9883-4b77-a360-dd14cf0cf55e\"", \""title\"": \""Research officer, trade union\"", \""company\"": \""Bennett PLC\"", \""duration\"": \""5 years\""}]""]",2024-09-10T17:02:57.965264
88112,Dialectica,Former,Rebecca Young,Water engineer,Powell-Aguilar,France,"[""[{\""id\"": \""23b322d7-2db8-48fe-a4e0-6bce73ee6607\"", \""title\"": \""Information systems manager\"", \""company\"": \""Thompson-Harper\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""c6725e17-433c-4ee5-9a71-ddbfa190524d\"", \""title\"": \""Site engineer\"", \""company\"": \""Gray-Crawford\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""c048f942-13d9-4456-8987-dfe4f09aac8f\"", \""title\"": \""Systems developer\"", \""company\"": \""Alvarez, Dunn and Glover\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""38266f18-5b19-451d-8aab-2b6864954ae7\"", \""title\"": \""Politician's assistant\"", \""company\"": \""Torres and Sons\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""43a386a0-8b44-485c-9bbd-5e379397612d\"", \""title\"": \""Materials engineer\"", \""company\"": \""Dorsey-Smith\"", \""duration\"": \""4 years\""}]""]",2024-09-10T17:02:57.965264
41807,Dialectica,Former,Peter Franco,"Scientist, research (medical)",Beck-Coleman,Norway,"[""[{\""id\"": \""0786bc14-f8d3-4061-bd7f-d91dea50067e\"", \""title\"": \""Environmental health practitioner\"", \""company\"": \""Martinez Inc\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""f877179d-c83e-4b65-a5ac-dbd1d82e4623\"", \""title\"": \""Chartered accountant\"", \""company\"": \""Smith-Pittman\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""12f51e28-77b7-450f-9f99-20bbc93487e0\"", \""title\"": \""Insurance claims handler\"", \""company\"": \""Johnson-Murphy\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""b5a47209-43b0-410e-a051-022d08819173\"", \""title\"": \""Environmental health practitioner\"", \""company\"": \""Garza, Ryan and Matthews\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""e9fa420b-e719-4249-bda4-4034e100c092\"", \""title\"": \""Teacher, special educational needs\"", \""company\"": \""May, Duncan and Doyle\"", \""duration\"": \""6 years\""}]""]",2024-09-10T17:02:57.965264
74335,Dialectica,Customer,Katherine Patterson,Insurance risk surveyor,Lambert-Brennan,Germany,"[""[{\""id\"": \""1553b877-2aed-4692-9c11-2002792ed877\"", \""title\"": \""IT sales professional\"", \""company\"": \""Payne, Ponce and Robertson\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""742def35-7001-4512-84bd-0ac9f27ed354\"", \""title\"": \""Therapeutic radiographer\"", \""company\"": \""Park-Sanchez\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""d602eaa8-e4ec-47f4-b808-1f4179cb97d0\"", \""title\"": \""Engineer, electrical\"", \""company\"": \""Hill-Stevens\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""d50417f8-1eca-487a-89ed-8fce9f49ba13\"", \""title\"": \""Retail manager\"", \""company\"": \""Villa, Sanders and Clark\"", \""duration\"": \""8 years\""}]""]",2024-09-10T17:02:57.965264
